Código;Razão Social;Fantasia;CNPJ;I.E.;SUFRAMA;UF;Cidade;Bairro;Endereço;Número;Complemento;CEP;Telefone;Celular;Contato;Email
1750536;NELI DE ALCANTARA;BARATOMANIA CALCADOS;07647763000178;255071043;;SC;Araquari;ITINGA;ROD SC 301;7355;": 22- A;";89245000;(47) 9842-00077;;NELI;baratomania2009@yahoo.com.br
2264480;NEUZA THIBES;Supermenino Moda Infantil;22818608000160;257730168;;SC;Videira;Centro;Avenida Dom Pedro II;652;;89560208;;;neuza thibes;NEUZATHIBESS@GMAIL.COM
1606678;NF-E EMITIDA EM AMBIENTE DE HOMOLOGACAO - SEM VALOR FISCAL;l p;99999999000191;ISENTO;;SC;Jaraguá do Sul;BARRA DO RIO CERRO;RUA ELISABETH STEILEN RABOCH;168;;89.260-220;;;;comercial@dimensaosistemas.com
2273163;NIKUPONEDA CONFECCAO LTDA;Nikuponeda;65672121000125;264182626;;SC;Gaspar;Margem Esquerda;Rua Adriana Muller;170;;89116572;4797540837;;Lucas Lourenco Oneda;nikuneda@gmail.com
2110428;NOSSOL ARTIGOS DE PRESENTES E MODA LTDA;Moda Mix;56975193000150;263111580;;SC;São Bento do Sul;Centro;Rua Felipe Schmidt;264;Sala 01 a;89280177;4799661094;;Rafael Nossol;"rafa.nossol@gmail.com; adm.vitrinedamoda@gmail.com"
1697477;NRD CONFECCOES E UTILIDADES - EIRELI;LOJAS VESTE 10;14273652000295;257225692;;SC;São Francisco do Sul;centro;BARAO DO RIO BRANCO;489;;89240000;4736353039;;EDUARDO;edudallon@gmail.com
2034265;OLV VESTUARIO LTDA;Olv Confeccoes;27297008000118;258272422;;SC;Indaial;Nações;Rodovia BR-470;377;Sala 01;89082212;4733331884;;Marco Antonio Pinsegher;comercial@sandracarvalhome.com.br
1868732;PAOLA LUCCA EIRELI;;32066527000105;258894806;;SC;Mafra;Centro I Baixada;PRAÇA DESEMBARGADOR GUILHERME LUIZ ABRY;119;;89300170;4733050570;;PAOLA LUCCA EIRELI;lojao22.financeiro@gmail.com
2067764;PIT STOP ARTIGOS DO VESTUARIO LTDA;Stop Outlet;26168514000144;258124342;;SC;Tubarão;Revoredo;Avenida Presidente Tancredo Neves;376;Sala 02;88704700;4899152600;;Luciana Oliveira da Silva;stopoutlet@outlook.com
1962638;PRADO ARTIGOS PARA PRESENTES LTDA;;11164461000469;261882201;;SC;Chapecó;Presidente Médici;Rua Dom Carlos Eduardo Sabóia Bandeira de Melo;630;Letra E;89806235;4936440850;;Simone Santi;rh.max10@gmail.com
2013637;PRATTS & OLIVEIRA MODA INFANTIL LTDA;ACONCHEGO MODA KIDS;44450462000186;261443372;;SC;Florianópolis;Ingleses do Rio Vermelho;Rodovia João Gualberto Soares;371;Pavmto04;88058300;4898626800;;Leandro Geraldo Pratts;aconchegomodakids@gmail.com
2272058;PRINTEX ACABAMENTOS TEXTEIS LTDA;Printex;03109941000156;255044186;;SC;Schroeder;Centro;Rua Marechal Castelo Branco;5070;;89275000;4733741027;;Valdonei Krutsch;estamparia.printex@hotmail.com
1809508;RAISA LIMA SPHOR;SPHORLETA KIDS;42451282000193;261196561;;SC;São José;POTECAS;RUA URUCUM ;304;AO LADO DA CASA 98;88.119-194;(53) 9997-89086;;RAISA SPHOR;sphorletakids@hotmail.com
1833144;ROSA TEREZINHA MARTINS 68016476953;STYLUSKIDS VENDAS DE ROUPAS IN;33315723000139;260378470;;SC;Itapema;MORRETES;RUA RUA 412 - A;497;SALA 01;88220000;(47) 9926-4170;;rosa;styluskidsmor@gmail.com
2020799;ROSILDA BAARTZ DA SILVA 41943040982;PEQUENA FLOR BOUTIQUE;26613452000132;;;SC;Joinville;Vila Nova;Rua Alex Adolpho Henrique Vogelsanger;127;;89237725;;55479921402;ROSILDA;pequenaflorboutique@gmail.com
2006291;ROSSI & ROSSI LTDA;VEM Q E 12;28846468000110;258482168;;SC;Ituporanga;Centro;Rua 14 de Fevereiro;11;Sala 108;88400000;4735334742;;Bruna Rossi Machado;faturamentoloja10@gmail.com
1721138;ROZELI DE SOUZA LOPES 97672149920;;14751644000126;;;SC;Joinville;PETROPOLIS;R MANOEL BRENNEISEN;16;GALPAO;89208752;(47) 9999-19423;;MARINA;marinagabriela.adm@gmail.com
1984477;SAMARA ALINE SCHREINER LTDA;LOJA LESS;40078425000138;260832065;;SC;Videira;Centro;Rua Marechal Floriano Peixoto;30;Sala 03 e 09;89560110;4799382014;;Samara Aline Schreiner;redeless@gmail.com
2058541;SAMIX ATACADO E VAREJO LTDA;;49611404000100;262149141;;SC;Jaraguá do Sul;Vila Lenzi;Rua Venâncio da Silva Porto;1013;Sala 01;89252412;4792588857;;Socorro de Jesus Santos Bento;samixatacado@gmail.com
1983866;SANTA PAULINA STRASBOURG VEICULOS LTDA;SANTA PAULINA;05210259000695;255274491;;SC;Jaraguá do Sul;Vila Baependi;Avenida Prefeito Waldemar Grubba;1240;;89256500;4732741901;;John Alexandre de Zutter;nfe@strasbourg.com.br
1697480;SBS ROUPAS - EIRELI;LOJAS VESTE 10;17962748000178;257010262;;SC;Navegantes;Centro;Avenida João Sacavem;211;;88370438;4736353039;;EDUARDO;edudallon@gmail.com
1688232;SFASHION COMERCIO DE ARTIGOS DO VESTUARIO LTDA;;34584442000144;260198978;;SC;Lages;Centro;Rua Correia Pinto;125;;88502201;;42991221300;Rodrigo;mrodrygomarchiori@gmail.com
2045567;SILVANA CERCAL;Bia Fashion Kids;20650878000180;257876650;;SC;Joinville;Profipo;Rua Laura Auler;164;Sala 03;89233200;;;;
1748265;SILVANA COELHO JAREMCZUK;SJ ATACADO TEXTIL;26630729000135;258725575;;SC;Jaraguá do Sul;TRES RIOS DO SUL;RUA PREFEITO JOSE BAUER;2360;GALPAO01 SALA 03;89254235;(47) 9971-52433;;;silvanavendas@outlook.com
1621935;SILVANIA FRANZOI ARNDT;DONA CORUJA  BRECHO INFANTIL;29975348000186;260065927;;SC;Joinville;VILA NOVA;RUA SAO BRAS;54;SALA01;89.237-400;(47) 3034-0080;(47) 9951-6260;SILVANIA;sil.franzoi@gmail.com
2067841;SOLLY CONFECCOES LTDA;Soli Confeccoes;95840435000150;252340973;;SC;Mafra;Centro II Alto de Mafra;RUA GUSTAVO FRIEDRICH;967;;89300001;4736425710;;Sandra Grossl Oliveira;soliconfeccoes@yahoo.com.br
1811456;SONIA MORESCO SILVANO;TUDO KIDS MODA INFANTIL;41639336000186;261039130;;SC;Joinville;JARDIM IRIRIU;RCORONEL VIEIRA;1905;;89.224-031;(47) 3804-6782;(47) 9978-2061;SONIA;sonia_moresco@yahoo.com.br
2032143;SORAYA TREVISANI BAZAR;;02217621000157;253277612;;SC;Canoinhas;Centro;Travessa Sete de Setembro;353;;89460038;;;;Sorayatrevisani@hotmail.com
1678430;SUPER MODAS COMERCIO DE CONFECCOES EIRELI;LOJAO DE BRUSQUE;21962661000178;257606068;;SC;Florianópolis;Centro;Rua Conselheiro Mafra;387;TERREO SOBRE LOJA;88010101;4830282003;48999466123;AIRTON;lojaobrusque2@gmail.com
1820339;TAIZA RODRIGUES DA SILVA 08403634943;CHEIRINHO DE AMOR MODA INFANTI;26004701000192;258372117;;SC;Itapoá;ITAPEMA DO NORTE;AVENIDA ANA MARIA RODRIGUES DE FREITAS;827;SALA 02;89249000;(47) 9911-80220;;TAIZA;
2022434;TATIARA ALVES DE SOUZA BARROS 06826999935;;39807295000148;;;SC;Joinville;Jardim Paraíso;Rua Antônio Michels;1015;;89226531;;;;fabio.brr@hotmail.com
2174396;TECHMETALS SERVICOS METALURGICOS LTDA;Metalurgica Techmetals;22273640000108;257624813;;SC;Schroeder;Centro;Rua Marcelino Zanella;143;Galpão 03;89275000;4788049015;;Jozimar Pereira;"financeiro.techmetals@gmail.com;adm.techmetals@gmail.com "
1888297;THAINA GABRIELA KIRCHHEIN FRANCO 10991967950;MARIA FLOR;31641032000108;261685260;;SC;Florianópolis;Canasvieiras;Rua Madre Maria Vilac;1080;Loja 04;88054000;;41995195801;THAINA GABRIELA;cleusakirchhein@gmail.com
1984652;TORRE MALHAS LTDA;TORRE MALHAS LTDA;15555777000190;256722722;;SC;Brusque;CENTRO II;ROD ANTONIO HEIL;251;;88352500;;;;
2044371;UNYTY COMERCIO DE CONFECCAO LTDA;Unyty;46091701000184;261657712;;SC;Joinville;Anita Garibaldi;Avenida Getúlio Vargas;1446;Sala 59 e 60;89202002;4799353332;;Vlademir Bechtloff;"financeiro@unyty.com.br; nfe@unyty.com.br"
1908050;VCS COMERCIO DE ROUPAS LTDA;DONNA COISAS E TAL - REDE DONNA NORMA;31814421000180;258860618;;SC;Joinville;Costa e Silva;Rua Inambu;844;;89220000;4799797533;47996040370;Sabrina Cordeiro de Souza;compras1@donnanorma.com.br
2120850;VEM QUE E COMERCIO VAREJISTA DE ARTIGOS LTDA;Vem Que e R 5,00, R 7,00, R 12,00;39960573000100;260813354;;SC;Rio do Sul;Centro;Alameda Aristiliano Ramos;333;Bloco B Sala 102;89160141;4796280303;;Bruna Rossi Machado;vemqe5712@gmail.com
1687670;VEST KIDS & TEEN COMERCIO DE CONFECÇÕES LTDA;VEST KIDS;37518789000187;260553980;;SC;Joinville;ITAUM;RUA TATUI;115;;89.210-470;;(47) 9915-8100;GILBERTO;israel.marchiorieirele@hotmail.com
1697475;VESTE 10+ COMERCIO ATACADISTA DO VESTUARIO - EIRELI;VESTE 10+;13307529000102;256341206;;SC;São Bento do Sul;Colonial;Rua Délio Liebl;91;colonial;89288060;4736353039;47988156558;ARIANE/CESAR;veste10deposito@bol.com.br
1918539;VIVENCE ARTESANATO LTDA;VIVENCE ARTESANATO;26566313000103;258814306;;SC;Schroeder;Centro Leste;Rua Nova Zelandia;11;;89275000;4788183675;;Tatiane Patricia Colling;vivencevendas@gmail.com
1720601;VIVIANE MARIA CORREA;;12383807000130;256216622;;SC;São Bento do Sul;CENTENARIO;R DOUTOR HANS DIETER SCHMIDT;644;;89283105;(47) 9999-10455;;VIVANE;vivimaria.ts@gmail.com
